"seqnames","start","end","width","strand","coverage1","numCs1","numTs1","coverage2","numCs2","numTs2","coverage3","numCs3","numTs3","coverage4","numCs4","numTs4","coverage5","numCs5","numTs5","coverage6","numCs6","numTs6","coverage7","numCs7","numTs7","coverage8","numCs8","numTs8","coverage9","numCs9","numTs9","coverage10","numCs10","numTs10","coverage11","numCs11","numTs11","coverage12","numCs12","numTs12","coverage13","numCs13","numTs13","coverage14","numCs14","numTs14","coverage15","numCs15","numTs15","coverage16","numCs16","numTs16","coverage17","numCs17","numTs17","coverage18","numCs18","numTs18","coverage19","numCs19","numTs19","coverage20","numCs20","numTs20","coverage21","numCs21","numTs21","coverage22","numCs22","numTs22","coverage23","numCs23","numTs23","coverage24","numCs24","numTs24","coverage25","numCs25","numTs25","coverage26","numCs26","numTs26","coverage27","numCs27","numTs27","coverage28","numCs28","numTs28","coverage29","numCs29","numTs29","coverage30","numCs30","numTs30","coverage31","numCs31","numTs31","coverage32","numCs32","numTs32","coverage33","numCs33","numTs33","coverage34","numCs34","numTs34","coverage35","numCs35","numTs35","coverage36","numCs36","numTs36","coverage37","numCs37","numTs37","coverage38","numCs38","numTs38","coverage39","numCs39","numTs39","coverage40","numCs40","numTs40","coord_key"
"chr14",67514900,67514900,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,NA,NA,NA,NA,11,0,11,NA,NA,NA,11,0,11,NA,NA,NA,10,0,10,20,0,20,10,0,10,NA,NA,NA,12,0,12,NA,NA,NA,12,0,12,18,0,18,10,0,10,10,0,10,22,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,NA,10,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,11,0,11,10,0,10,NA,NA,NA,16,2,14,21,7,14,"chr14_67514900"
"chr14",69024365,69024365,1,"*",18,17,1,12,7,5,17,17,0,16,7,9,14,7,7,13,13,0,27,27,0,14,10,4,20,12,8,14,13,1,22,22,0,17,7,10,12,9,3,21,19,2,21,20,1,28,27,1,21,16,5,32,23,9,19,10,9,21,20,1,11,9,2,22,22,0,25,22,3,23,22,1,28,27,1,26,25,1,28,27,1,23,23,0,22,22,0,25,25,0,28,28,0,27,26,1,32,32,0,25,25,0,19,18,1,19,19,0,28,27,1,32,31,1,33,32,1,32,30,2,"chr14_69024365"
"chr14",70514746,70514746,1,"*",38,20,18,37,27,10,27,20,7,30,20,10,26,17,9,33,20,13,32,23,9,46,31,15,36,21,15,35,24,11,41,28,13,37,24,13,35,26,9,42,27,15,35,25,10,61,38,23,44,31,13,38,32,6,49,30,19,30,24,6,38,19,19,23,16,7,43,32,11,41,30,11,57,48,9,53,38,15,50,39,11,49,38,11,45,35,10,34,29,5,45,32,13,42,32,10,46,38,8,62,45,17,37,30,7,41,31,10,50,43,7,49,39,10,37,27,10,45,34,11,"chr14_70514746"
"chr14",73116059,73116059,1,"*",22,11,11,17,10,7,19,10,9,24,15,9,22,12,10,36,19,17,24,10,14,41,22,19,38,20,18,32,18,14,28,16,12,20,9,11,34,15,19,34,15,19,30,15,15,40,27,13,44,21,23,39,14,25,38,21,17,43,20,23,21,15,6,23,16,7,32,21,11,41,25,16,39,27,12,21,13,8,28,18,10,20,14,6,30,20,10,20,16,4,42,24,18,30,16,14,45,31,14,30,23,7,37,20,17,36,30,6,41,29,12,35,22,13,38,20,18,33,21,12,"chr14_73116059"
"chr14",73750316,73750316,1,"*",34,11,23,37,13,24,16,6,10,27,10,17,20,5,15,25,8,17,28,10,18,24,5,19,41,11,30,33,13,20,29,7,22,27,8,19,37,18,19,24,9,15,24,9,15,49,14,35,34,7,27,40,11,29,25,11,14,30,11,19,22,3,19,27,14,13,45,19,26,23,12,11,20,11,9,35,11,24,25,11,14,29,13,16,40,15,25,47,24,23,38,19,19,41,19,22,44,21,23,37,18,19,30,9,21,39,22,17,24,11,13,37,15,22,30,15,15,41,13,28,"chr14_73750316"
"chr14",76429092,76429092,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,10,0,10,12,0,12,11,0,11,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,17,NA,NA,NA,NA,NA,NA,14,0,14,14,0,14,12,0,12,23,15,8,NA,NA,NA,21,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,6,17,11,6,NA,NA,NA,NA,NA,NA,27,14,13,NA,NA,NA,13,1,12,12,1,11,20,12,8,11,1,10,11,3,8,NA,NA,NA,"chr14_76429092"
"chr14",96392099,96392099,1,"*",NA,NA,NA,12,0,12,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,10,0,10,NA,NA,NA,NA,NA,NA,10,0,10,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,16,18,0,18,24,0,24,15,0,15,10,0,10,12,0,12,11,0,11,NA,NA,NA,NA,NA,NA,14,1,13,NA,NA,NA,15,1,14,NA,NA,NA,14,1,13,15,2,13,NA,NA,NA,10,0,10,20,1,19,15,1,14,14,0,14,13,2,11,NA,NA,NA,12,0,12,13,3,10,55,18,37,"chr14_96392099"
"chr14",99620088,99620088,1,"*",22,13,9,16,13,3,10,7,3,13,11,2,17,14,3,18,17,1,20,11,9,17,12,5,21,16,5,22,18,4,16,12,4,21,16,5,24,19,5,15,13,2,13,11,2,30,24,6,27,19,8,33,27,6,24,16,8,25,19,6,21,17,4,22,19,3,25,21,4,25,21,4,32,27,5,29,26,3,30,26,4,19,14,5,20,19,1,19,18,1,18,18,0,15,13,2,34,27,7,32,30,2,19,17,2,26,21,5,17,15,2,29,29,0,23,22,1,38,37,1,"chr14_99620088"
"chr14",99828869,99828869,1,"*",21,14,7,32,26,6,27,18,9,26,23,3,32,26,6,25,18,7,28,24,4,31,28,3,34,25,9,28,22,6,31,24,7,25,20,5,28,27,1,30,25,5,27,26,1,38,30,8,52,47,5,42,31,11,36,30,6,41,32,9,15,13,2,18,17,1,25,22,3,17,16,1,28,26,2,39,37,2,27,24,3,23,23,0,33,30,3,26,26,0,37,35,2,29,25,4,28,25,3,36,35,1,35,33,2,40,38,2,29,27,2,20,19,1,29,26,3,36,34,2,"chr14_99828869"
"chr14",100347285,100347285,1,"*",19,12,7,16,15,1,10,8,2,14,14,0,15,14,1,17,15,2,19,15,4,24,20,4,30,26,4,20,13,7,37,32,5,25,21,4,20,15,5,27,21,6,13,12,1,25,22,3,37,28,9,36,34,2,19,13,6,27,19,8,27,18,9,11,9,2,23,21,2,21,19,2,18,17,1,22,22,0,18,17,1,19,16,3,19,17,2,32,30,2,23,23,0,19,18,1,36,35,1,22,19,3,18,17,1,29,28,1,29,27,2,30,28,2,23,20,3,46,43,3,"chr14_100347285"
"chr14",100347308,100347308,1,"*",17,8,9,15,12,3,10,8,2,13,9,4,15,9,6,15,12,3,18,12,6,25,20,5,28,24,4,15,10,5,33,24,9,19,12,7,21,12,9,29,20,9,15,11,4,21,19,2,33,20,13,30,23,7,20,13,7,27,16,11,25,15,10,12,10,2,21,19,2,16,12,4,21,16,5,21,17,4,19,16,3,18,16,2,16,10,6,33,32,1,19,14,5,20,17,3,33,30,3,21,19,2,14,12,2,23,18,5,31,27,4,25,24,1,21,19,2,43,38,5,"chr14_100347308"
"chr15",41629705,41629705,1,"*",31,16,15,27,17,10,25,12,13,24,15,9,29,16,13,27,20,7,33,21,12,34,24,10,38,24,14,29,16,13,35,25,10,22,16,6,31,26,5,22,12,10,29,20,9,38,21,17,39,19,20,45,29,16,27,14,13,37,20,17,18,11,7,17,12,5,29,22,7,34,26,8,39,30,9,25,19,6,26,19,7,23,15,8,25,19,6,25,24,1,35,28,7,37,26,11,39,34,5,41,31,10,26,20,6,28,24,4,33,26,7,44,28,16,27,22,5,40,29,11,"chr15_41629705"
"chr15",41629707,41629707,1,"*",31,16,15,28,17,11,25,12,13,24,15,9,30,18,12,27,18,9,34,24,10,34,25,9,38,25,13,28,16,12,36,27,9,23,16,7,30,24,6,21,12,9,30,19,11,38,27,11,39,17,22,46,29,17,28,11,17,37,19,18,21,12,9,16,11,5,30,23,7,33,25,8,38,30,8,25,19,6,26,18,8,23,16,7,25,18,7,26,25,1,35,31,4,37,28,9,39,35,4,41,32,9,25,19,6,30,23,7,31,27,4,44,29,15,26,21,5,41,29,12,"chr15_41629707"
"chr15",43849561,43849561,1,"*",25,21,4,24,19,5,18,16,2,13,12,1,27,23,4,28,21,7,23,17,6,11,8,3,24,17,7,28,20,8,34,28,6,20,14,6,30,27,3,23,17,6,26,20,6,27,20,7,19,15,4,38,24,14,34,24,10,29,22,7,24,21,3,15,11,4,31,29,2,21,19,2,24,22,2,23,23,0,24,23,1,27,24,3,25,21,4,24,23,1,30,27,3,30,28,2,27,27,0,18,15,3,41,38,3,29,27,2,28,24,4,NA,NA,NA,27,22,5,38,35,3,"chr15_43849561"
"chr15",88021905,88021905,1,"*",19,8,11,25,17,8,12,6,6,20,18,2,17,14,3,18,13,5,24,16,8,30,22,8,29,21,8,18,13,5,31,21,10,27,22,5,31,23,8,16,15,1,13,10,3,34,27,7,36,25,11,47,33,14,33,24,9,39,30,9,25,19,6,25,22,3,27,23,4,36,30,6,25,20,5,27,25,2,23,18,5,24,19,5,14,11,3,25,21,4,33,29,4,28,25,3,33,29,4,25,22,3,33,26,7,48,44,4,27,25,2,35,33,2,30,24,6,28,21,7,"chr15_88021905"
"chr15",101439863,101439863,1,"*",34,20,14,34,22,12,24,20,4,25,18,7,25,19,6,30,22,8,33,25,8,32,26,6,39,29,10,31,23,8,44,40,4,31,26,5,41,30,11,25,18,7,25,21,4,45,35,10,36,31,5,48,38,10,30,25,5,29,22,7,37,31,6,27,24,3,42,36,6,14,13,1,25,23,2,31,27,4,28,25,3,33,32,1,27,26,1,42,36,6,42,39,3,34,29,5,37,34,3,38,32,6,36,33,3,39,30,9,30,30,0,31,25,6,33,28,5,38,34,4,"chr15_101439863"
"chr16",9943726,9943726,1,"*",27,20,7,37,24,13,15,7,8,21,14,7,22,20,2,41,30,11,32,20,12,24,18,6,35,20,15,25,18,7,21,13,8,21,14,7,31,20,11,26,17,9,22,11,11,50,35,15,43,31,12,42,29,13,36,24,12,28,19,9,28,21,7,33,27,6,44,37,7,26,20,6,36,29,7,29,24,5,52,37,15,27,22,5,25,21,4,27,25,2,47,35,12,37,32,5,41,34,7,37,32,5,38,30,8,26,20,6,41,31,10,35,28,7,34,23,11,45,37,8,"chr16_9943726"
"chr16",32348435,32348435,1,"*",13,6,7,10,5,5,NA,NA,NA,13,5,8,NA,NA,NA,14,7,7,10,8,2,23,15,8,10,5,5,18,13,5,12,8,4,17,11,6,NA,NA,NA,21,12,9,NA,NA,NA,NA,NA,NA,15,9,6,39,20,19,14,9,5,10,6,4,NA,NA,NA,NA,NA,NA,17,10,7,15,8,7,15,11,4,NA,NA,NA,12,8,4,13,10,3,15,12,3,16,12,4,25,20,5,NA,NA,NA,15,11,4,16,12,4,13,11,2,17,11,6,22,14,8,27,24,3,28,20,8,152,134,18,"chr16_32348435"
"chr16",34160908,34160908,1,"*",33,8,25,18,3,15,18,4,14,24,8,16,24,7,17,26,4,22,28,7,21,25,8,17,52,14,38,26,7,19,33,9,24,24,3,21,19,5,14,32,9,23,16,6,10,29,10,19,42,12,30,58,16,42,37,5,32,40,5,35,49,14,35,24,8,16,24,7,17,25,10,15,27,9,18,18,6,12,27,14,13,24,10,14,31,8,23,44,21,23,44,16,28,36,16,20,46,12,34,36,16,20,46,22,24,49,18,31,27,11,16,49,13,36,35,16,19,45,18,27,"chr16_34160908"
"chr16",48631537,48631537,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,4,NA,NA,NA,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,NA,NA,NA,13,13,0,NA,NA,NA,10,10,0,NA,NA,NA,10,10,0,16,16,0,"chr16_48631537"
"chr16",56676534,56676534,1,"*",13,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,7,NA,NA,NA,17,6,11,14,7,7,NA,NA,NA,14,5,9,10,6,4,10,6,4,12,7,5,NA,NA,NA,16,4,12,13,4,9,26,11,15,16,4,12,12,4,8,10,2,8,NA,NA,NA,15,8,7,11,5,6,13,10,3,NA,NA,NA,18,10,8,16,11,5,NA,NA,NA,10,6,4,11,7,4,11,5,6,19,12,7,13,6,7,14,10,4,21,15,6,17,7,10,22,18,4,16,12,4,20,13,7,"chr16_56676534"
"chr16",62724944,62724944,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,1,10,9,1,NA,NA,NA,11,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,1,18,17,1,NA,NA,NA,NA,NA,NA,16,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,0,NA,NA,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,11,11,0,NA,NA,NA,11,11,0,NA,NA,NA,10,10,0,15,15,0,86,86,0,"chr16_62724944"
"chr16",73186941,73186941,1,"*",38,23,15,33,26,7,35,27,8,30,21,9,30,22,8,33,21,12,38,27,11,40,28,12,45,29,16,31,22,9,43,28,15,35,23,12,33,24,9,23,15,8,44,32,12,40,28,12,42,28,14,62,40,22,53,37,16,41,25,16,33,22,11,28,23,5,42,30,12,56,43,13,37,29,8,40,31,9,32,25,7,29,26,3,43,31,12,39,34,5,50,42,8,46,36,10,38,34,4,27,23,4,23,20,3,28,26,2,36,29,7,35,28,7,33,20,13,37,29,8,"chr16_73186941"
"chr16",82329204,82329204,1,"*",22,13,9,20,11,9,10,3,7,18,9,9,17,7,10,21,11,10,18,11,7,23,13,10,25,16,9,26,13,13,27,15,12,11,9,2,17,11,6,20,10,10,21,16,5,22,14,8,38,20,18,32,9,23,31,17,14,24,11,13,15,9,6,12,9,3,17,13,4,26,19,7,27,23,4,20,15,5,25,17,8,17,13,4,23,17,6,21,16,5,19,13,6,23,15,8,27,20,7,27,24,3,26,20,6,24,13,11,33,21,12,35,19,16,33,26,7,25,14,11,"chr16_82329204"
"chr17",4455619,4455619,1,"*",13,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6,7,NA,NA,NA,13,9,4,NA,NA,NA,16,8,8,16,10,6,11,4,7,17,6,11,10,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,4,18,14,4,16,9,7,16,13,3,NA,NA,NA,14,10,4,11,10,1,13,8,5,11,6,5,21,16,5,12,9,3,NA,NA,NA,NA,NA,NA,11,8,3,22,17,5,17,11,6,31,23,8,"chr17_4455619"
"chr17",13082384,13082384,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,2,NA,NA,NA,NA,NA,NA,11,11,0,21,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,15,NA,NA,NA,NA,NA,NA,11,10,1,26,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,0,37,36,1,14,14,0,17,16,1,26,24,2,NA,NA,NA,13,13,0,NA,NA,NA,21,21,0,14,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr17_13082384"
"chr17",15917588,15917588,1,"*",12,0,12,11,1,10,NA,NA,NA,NA,NA,NA,10,0,10,12,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,10,15,1,14,13,1,12,11,0,11,NA,NA,NA,14,0,14,23,3,20,16,0,16,14,1,13,10,1,9,13,1,12,13,2,11,NA,NA,NA,11,1,10,17,7,10,13,0,13,NA,NA,NA,13,3,10,NA,NA,NA,12,5,7,13,2,11,14,2,12,21,3,18,16,4,12,14,2,12,12,1,11,17,2,15,23,4,19,25,9,16,75,34,41,"chr17_15917588"
"chr17",32547206,32547206,1,"*",22,8,14,21,5,16,22,12,10,20,13,7,17,6,11,27,14,13,27,15,12,22,12,10,22,13,9,25,14,11,34,15,19,16,7,9,15,5,10,22,12,10,13,10,3,33,19,14,46,25,21,37,16,21,19,11,8,30,18,12,23,16,7,22,19,3,27,18,9,23,17,6,23,19,4,21,14,7,24,15,9,18,12,6,38,22,16,32,27,5,29,15,14,28,18,10,36,29,7,49,37,12,27,19,8,30,26,4,20,13,7,26,14,12,33,19,14,31,21,10,"chr17_32547206"
"chr17",48457038,48457038,1,"*",25,8,17,27,13,14,13,8,5,23,9,14,34,16,18,33,14,19,25,16,9,22,12,10,26,9,17,26,10,16,23,11,12,19,9,10,26,9,17,27,17,10,14,6,8,32,15,17,41,12,29,46,21,25,39,16,23,34,18,16,23,6,17,15,10,5,22,12,10,28,14,14,24,16,8,27,16,11,38,21,17,21,13,8,27,19,8,26,17,9,35,22,13,32,21,11,32,18,14,38,20,18,28,17,11,25,14,11,37,26,11,44,23,21,44,28,16,39,23,16,"chr17_48457038"
"chr17",62652495,62652495,1,"*",16,0,16,11,0,11,NA,NA,NA,15,0,15,15,0,15,15,0,15,22,0,22,12,0,12,14,0,14,12,0,12,17,0,17,23,0,23,12,0,12,21,0,21,NA,NA,NA,25,0,25,22,0,22,28,0,28,18,0,18,23,0,23,24,0,24,14,0,14,12,0,12,21,0,21,29,2,27,16,0,16,21,0,21,14,2,12,17,2,15,29,5,24,20,4,16,17,0,17,38,1,37,14,2,12,21,0,21,20,0,20,16,0,16,19,0,19,23,2,21,56,22,34,"chr17_62652495"
"chr17",83079892,83079892,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,11,0,11,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,12,0,12,11,0,11,NA,NA,NA,NA,NA,NA,13,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,10,19,5,14,62,35,27,"chr17_83079892"
"chr18",4277162,4277162,1,"*",41,25,16,45,30,15,23,15,8,35,23,12,24,17,7,32,17,15,34,24,10,33,26,7,49,25,24,61,36,25,37,25,12,34,21,13,34,21,13,33,22,11,43,28,15,49,25,24,56,36,20,48,31,17,55,35,20,41,22,19,23,19,4,24,17,7,37,32,5,41,34,7,51,40,11,30,23,7,56,44,12,41,31,10,43,32,11,39,29,10,74,57,17,31,21,10,30,16,14,35,30,5,30,24,6,32,28,4,43,32,11,45,31,14,30,19,11,41,28,13,"chr18_4277162"
"chr18",5511236,5511236,1,"*",31,19,12,30,14,16,24,17,7,30,23,7,27,19,8,43,28,15,24,14,10,39,27,12,31,18,13,22,15,7,27,15,12,29,23,6,38,24,14,28,20,8,21,12,9,38,23,15,54,36,18,40,19,21,46,31,15,33,23,10,22,14,8,34,30,4,36,30,6,30,21,9,23,17,6,27,22,5,33,25,8,34,20,14,36,24,12,22,18,4,44,30,14,23,18,5,32,25,7,37,31,6,40,32,8,32,26,6,39,27,12,28,24,4,30,23,7,40,34,6,"chr18_5511236"
"chr18",50227091,50227091,1,"*",23,15,8,38,30,8,32,25,7,31,21,10,21,19,2,29,23,6,28,19,9,37,31,6,27,25,2,43,32,11,32,29,3,34,28,6,30,23,7,38,33,5,29,25,4,40,27,13,44,32,12,43,35,8,36,25,11,44,36,8,28,21,7,27,26,1,41,34,7,32,29,3,27,24,3,27,22,5,38,34,4,41,37,4,35,31,4,39,38,1,39,35,4,41,38,3,30,28,2,44,38,6,48,39,9,43,39,4,46,41,5,34,27,7,26,23,3,26,23,3,"chr18_50227091"
"chr19",1408061,1408061,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,10,NA,NA,NA,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,11,11,0,11,20,0,20,NA,NA,NA,10,0,10,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,8,NA,NA,NA,NA,NA,NA,26,2,24,NA,NA,NA,12,2,10,NA,NA,NA,NA,NA,NA,19,1,18,15,3,12,58,20,38,"chr19_1408061"
"chr19",6068387,6068387,1,"*",24,12,12,18,12,6,12,10,2,24,13,11,18,13,5,18,8,10,33,25,8,33,21,12,27,20,7,17,11,6,22,15,7,26,17,9,32,22,10,35,23,12,16,11,5,37,27,10,43,26,17,42,25,17,47,30,17,33,18,15,23,14,9,26,21,5,30,21,9,23,18,5,36,30,6,39,31,8,31,21,10,31,20,11,29,27,2,26,23,3,41,33,8,36,28,8,40,30,10,31,25,6,29,19,10,28,24,4,39,29,10,38,32,6,27,22,5,36,23,13,"chr19_6068387"
"chr19",13978596,13978596,1,"*",12,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,14,16,2,14,14,3,11,17,4,13,14,6,8,NA,NA,NA,16,6,10,26,8,18,18,10,8,11,4,7,15,6,9,11,4,7,14,7,7,12,7,5,17,8,9,14,9,5,13,6,7,NA,NA,NA,19,10,9,10,6,4,NA,NA,NA,12,7,5,25,17,8,17,9,8,11,6,5,12,9,3,18,10,8,12,7,5,18,12,6,55,41,14,"chr19_13978596"
"chr19",20531093,20531093,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,1,10,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,2,16,16,0,22,20,2,NA,NA,NA,15,9,6,NA,NA,NA,NA,NA,NA,10,10,0,NA,NA,NA,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,14,14,0,10,10,0,12,12,0,21,21,0,12,12,0,13,13,0,15,15,0,NA,NA,NA,32,32,0,"chr19_20531093"
"chr19",27344397,27344397,1,"*",37,19,18,36,20,16,29,18,11,42,25,17,29,18,11,38,24,14,37,19,18,43,29,14,72,51,21,54,36,18,45,34,11,38,27,11,29,23,6,46,26,20,51,31,20,58,35,23,30,17,13,58,28,30,49,30,19,50,31,19,39,21,18,18,13,5,47,32,15,47,31,16,48,35,13,34,24,10,50,37,13,48,30,18,47,38,9,38,31,7,56,45,11,43,28,15,56,41,15,63,46,17,45,33,12,57,39,18,46,31,15,49,42,7,37,29,8,58,44,14,"chr19_27344397"
"chr19",34648350,34648350,1,"*",39,18,21,35,23,12,23,14,9,43,22,21,40,21,19,51,26,25,42,23,19,44,29,15,55,35,20,38,23,15,55,26,29,34,19,15,50,29,21,47,29,18,49,32,17,48,22,26,52,23,29,54,28,26,39,22,17,39,21,18,31,22,9,21,13,8,40,30,10,47,30,17,43,27,16,43,31,12,50,28,22,42,29,13,55,37,18,61,53,8,55,36,19,48,33,15,46,32,14,57,38,19,33,22,11,42,34,8,66,53,13,56,35,21,39,21,18,54,33,21,"chr19_34648350"
"chr19",36273595,36273595,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,4,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,0,13,13,0,14,13,1,58,57,1,"chr19_36273595"
"chr19",36757261,36757261,1,"*",45,16,29,23,12,11,38,21,17,19,12,7,24,6,18,38,17,21,28,13,15,42,23,19,52,21,31,37,15,22,52,18,34,29,15,14,27,13,14,48,25,23,56,25,31,43,20,23,46,24,22,52,22,30,50,25,25,36,18,18,35,21,14,23,16,7,35,19,16,46,28,18,40,22,18,26,19,7,42,21,21,27,13,14,46,32,14,40,31,9,57,27,30,42,19,23,41,26,15,47,35,12,36,24,12,35,25,10,55,32,23,45,30,15,23,14,9,34,21,13,"chr19_36757261"
"chr19",40619992,40619992,1,"*",12,8,4,10,3,7,10,5,5,12,8,4,17,11,6,23,14,9,27,18,9,28,21,7,36,19,17,11,6,5,20,11,9,14,9,5,19,13,6,18,11,7,15,11,4,25,15,10,26,15,11,33,14,19,18,6,12,24,11,13,21,9,12,NA,NA,NA,15,7,8,21,15,6,17,12,5,34,26,8,20,13,7,14,11,3,25,19,6,29,18,11,29,22,7,23,17,6,24,21,3,41,33,8,28,19,9,23,14,9,36,28,8,25,19,6,24,21,3,50,34,16,"chr19_40619992"
"chr19",45977489,45977489,1,"*",17,12,5,15,11,4,17,13,4,18,13,5,20,15,5,14,10,4,24,13,11,19,10,9,19,14,5,NA,NA,NA,22,17,5,17,13,4,18,10,8,25,13,12,16,11,5,23,11,12,26,15,11,25,17,8,18,10,8,24,17,7,13,10,3,14,11,3,24,17,7,21,17,4,11,9,2,15,13,2,15,12,3,12,8,4,23,19,4,25,23,2,23,18,5,23,19,4,34,31,3,18,16,2,28,21,7,17,14,3,24,16,8,29,25,4,27,22,5,28,23,5,"chr19_45977489"
"chr2",1872301,1872301,1,"*",23,16,7,27,20,7,16,11,5,14,10,4,33,23,10,32,24,8,39,29,10,27,21,6,26,18,8,27,25,2,29,25,4,26,22,4,27,20,7,25,21,4,20,14,6,29,21,8,33,21,12,46,34,12,33,26,7,31,24,7,28,23,5,22,20,2,44,36,8,27,23,4,30,26,4,27,22,5,25,19,6,20,19,1,29,25,4,31,30,1,24,22,2,38,34,4,52,47,5,47,43,4,33,28,5,30,28,2,32,27,5,28,23,5,32,30,2,39,32,7,"chr2_1872301"
"chr2",10252403,10252403,1,"*",24,11,13,34,25,9,NA,NA,NA,18,14,4,16,11,5,28,16,12,25,15,10,33,21,12,43,28,15,28,18,10,30,16,14,23,18,5,23,18,5,32,22,10,22,19,3,35,26,9,30,18,12,39,23,16,37,27,10,30,19,11,21,16,5,17,15,2,26,22,4,22,13,9,26,21,5,20,14,6,33,29,4,23,18,5,29,29,0,34,32,2,28,23,5,33,30,3,57,42,15,36,31,5,35,23,12,20,19,1,30,25,5,44,37,7,17,14,3,41,34,7,"chr2_10252403"
